respondent_id,collector_id,date_created,date_modified,ip_address,email_address,first_name,last_name,custom_1,"Autorizo a United Way Colombia a realizar toma de fotografías, videos o entrevistas en las que aparezco y cedo el uso de mi imagen y registros de las actividades en las cuales participé, para los fines contemplado en la Política de Privacidad para el Tratamiento de Datos Personales de dicha entidad, en la cual se incluyen, entre otras, la realización de piezas de comunicación interna y externa. Como titular de los datos podré, en cualquier momento, solicitar que la información sea modificada, actualizada o retirada de las bases de datos de United Way Colombia. Lo invitamos a conocer los detalles en: https://bit.ly/2O4diuQ",DEPARTAMENTO,NOMBRE DEL CENTRO EDUCATIVO,"Queremos saber cuánto te gusta ir al colegio, estudiar y aprender. Piensa en algo que te haya sucedido el año pasado en tu colegio, que te produjo una de estas trescosas. Escoge una:","De acuerdo con la situación que escogiste en la pregunta anterior ¿Cuál experiencia compartirías? Describe la experiencia, y lo que pasó",Sugiere un #hashtag o un título para tu respuesta anterior:,En la experiencia que escribí… (historia),Mi historia está relacionada con…,Esa situación me ayudó a…,Esta situación me va a ayudar a…,Esto me ayudó a entender…,En mi escuela mis profesores se dedican a…,Pensando en la situación/ejemplo que compartí... Esto me animó a aprender…,Lo que aprendí fue…,Lo que aprendí tiene importancia para…,Esta situación me generó una sensación de… ,Esta situación sucede…,Esta historia se relaciona con…,Grado...,Edad... ,El nivel de educación de mis padres o acudientes es…,Género
12609452329,402519848,2021-04-27 12:27:42,2021-04-27 12:37:03,200.6.178.186,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,La experiencia que yo vi fue entro los profesores que enseñaron muchas cosas ,Aprendizajes ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,58,44,100,Esperanza,Con frecuencia,La forma como los profesores me evalúan,7,11 a 13 años,Bachiller,Mujer
12609452253,402519848,2021-04-27 12:25:23,2021-04-27 12:37:03,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Pues con lo de la pandemia casi experiencia en clases virtuales compartir con mis compañeros y profesores de forma virtual,#aprendialgonuevo,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,50,8,77,Felicidad,No se,Cómo resolver conflictos,8,11 a 13 años,Bachiller,Hombre
12609452109,402519848,2021-04-27 12:33:17,2021-04-27 12:36:44,190.66.179.8,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,en 5 que aprendy sobre todas las materias y me divertido,*PERDIAÑO,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,100,63,Satisfacción/orgullo,Todo el tiempo,La forma como los profesores me evalúan,6,11 a 13 años,Bachiller,Hombre
12609452098,402519848,2021-04-27 12:32:00,2021-04-27 12:37:24,186.81.100.242,,,,,No,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Nuevas formas de administrar el dinero,No,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que pasa hoy,Entendernos y darnos soporte emocional,75,86,84,Felicidad,Una vez,Cómo resolver conflictos,8,11 a 13 años,Universitario,Hombre
12609451416,402519848,2021-04-27 12:31:30,2021-04-27 12:36:32,181.60.69.11,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,A valorar más el estudio ,#aprendiendocadadiamas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,34,100,Felicidad,No se,La forma cómo los profesores enseñan,10,17 a 19 años,Bachiller,Mujer
12609451244,402519848,2021-04-27 12:32:42,2021-04-27 12:36:26,200.116.192.22,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Que me interesa el tema de la informática y gracias a esa materia pude aprender muchas cosas más que me gustan ,#masinformatica ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,31,20,55,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,8,14 a 16 años,Bachiller,Hombre
12609450965,402519848,2021-04-27 12:32:32,2021-04-27 12:36:28,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,,,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,50,51,74,no está seguro,Rara vez,Lo que hago en las horas de clase,11,17 a 19 años,No se,Hombre
12609450227,402519848,2021-04-27 12:23:15,2021-04-27 12:37:12,186.168.137.97,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"me confundo por lo que paso de la pandemia, por la razon de que casi no podemos aprender asi virtual, se nos hace mas dificil.",Las Clases Virtuales,Me dio curiosidad por saber más,Conmigo mismo,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,4,40,Tristeza,Rara vez,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Mujer
12609450143,402519848,2021-04-27 12:27:36,2021-04-27 12:36:37,186.81.100.126,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"Las clases virtuales an sido interesantes, el año pasado tuvimos una gran cantidad de trabajos por culpa de la virtualidad y me hizo comprender que muchos de esos trabajos solo se entregaban por entregar, no se aprendía casi nada y era muy incomodo. ",#DejenDeMandarTrabajosEnVirtualidad,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,33,100,30,Rabia,Con frecuencia,La forma cómo los profesores enseñan,10,14 a 16 años,Universitario,Mujer
12609449912,402519848,2021-04-27 12:24:17,2021-04-27 12:38:14,186.81.100.145,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"Creo que siempre es lo mismo ,y no hay algo nuevo",#apm,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,16,50,no está seguro,Rara vez,Innovación / creatividad,10,14 a 16 años,Técnico,Hombre
12609448955,402519848,2021-04-27 12:26:08,2021-04-27 12:37:00,190.99.197.147,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,pues aprendí ha manejar más la tecnología hacer los trabajos más fáciles y aprender cosas nuevas pues lo malo fue lo de la pandemia que no pudimos seguir en el Colegio,# aprendí algo nuevo ,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,67,54,62,Felicidad,Con frecuencia,Mi aporte a la humanidad/al mundo/a los demás,8,14 a 16 años,Bachiller,Mujer
12609448006,402519848,2021-04-27 12:23:09,2021-04-27 12:36:44,191.102.197.152,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,que llego la pandemia y no pude aprender mas,quiero aprender mas,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,11,1,Felicidad,No se,La forma cómo los profesores enseñan,7,11 a 13 años,No se,Hombre
12609447053,402519848,2021-04-27 12:26:07,2021-04-27 12:37:57,181.78.17.105,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,el proyecto fab lab ,#ensñanza,Me dio curiosidad por saber más,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,68,50,65,Satisfacción/orgullo,Con frecuencia,Tecnología y herramientas digitales,8,14 a 16 años,No se,Mujer
12609446158,402519848,2021-04-27 12:24:40,2021-04-27 12:35:01,191.102.197.152,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,En matemáticas ,#aprendisaje,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,98,31,100,Satisfacción/orgullo,Con frecuencia,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Mujer
12609445759,402519848,2021-04-27 12:27:19,2021-04-27 12:35:00,190.90.24.132,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Descubrí aplicaciones nuevas y aprendi a manejar mejor el correo,#newapps,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,0,77,0,no está seguro,No se,Tecnología y herramientas digitales,10,17 a 19 años,Bachiller,Hombre
12609445476,402519848,2021-04-27 12:23:04,2021-04-27 12:34:55,200.116.194.171,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"nunca habia estudiado de manera virtual, aprendi a hacer las cosas por mi solo y a poner maas cuidado, tambien a manejar mejor el computador",estudio en cuarentena,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,19,50,50,Satisfacción/orgullo,No se,Tecnología y herramientas digitales,7,11 a 13 años,Técnico,Hombre
12609445054,402519848,2021-04-27 12:25:17,2021-04-27 12:35:53,186.81.100.219,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,E aprendido muchas cosas maravillosas y si me a enseñado varias cosas que en un futuro me puede ayudar ,#quiero volver al colegio ,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,42,50,50,Felicidad,Todo el tiempo,El trabajo en equipo,8,11 a 13 años,Bachiller,Hombre
12609444711,402519848,2021-04-27 12:25:51,2021-04-27 12:34:39,200.6.178.186,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,Hubieron nuevos temas en distintas clases que de verdad desconocía ,#Temasquedesconocia,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Entendernos y darnos soporte emocional,49,50,51,Satisfacción/orgullo,Con frecuencia,Ninguna de las anteriores,9,14 a 16 años,No se,Hombre
12609444492,402519848,2021-04-27 12:25:13,2021-04-27 12:34:56,186.82.219.250,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Interacción con los demás compañeros y estudiantes. ,#aprendialgonuevo,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,50,0,50,no está seguro,No se,Ninguna de las anteriores,8,más de 19 años,No se,Hombre
12609443308,402519848,2021-04-27 12:27:39,2021-04-27 12:33:39,186.116.238.206,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"Se me dificulta aprender, es más frustrante la virtualidad ",No más virtualidad,Me sentí confundido/no entendí nada,Mi país/el mundo,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,40,30,35,no está seguro,No se,Ninguna de las anteriores,,,,
12609443217,402519848,2021-04-27 12:25:32,2021-04-27 12:34:01,186.86.52.202,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,mi experiencia con el deporte ,#futbol ,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,100,100,no está seguro,Rara vez,Ninguna de las anteriores,8,11 a 13 años,Bachiller,Hombre
12609441310,402519848,2021-04-27 12:23:59,2021-04-27 12:34:36,181.78.17.23,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Pues que enseñaron un nuevo tema que yo no sabia y tras saber sobre el tema aprendi mas en mi estudio,#aprendizaje ,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,100,90,55,Felicidad,Todo el tiempo,Innovación / creatividad,10,14 a 16 años,Bachiller,Hombre
12609440793,402519848,2021-04-27 12:27:44,2021-04-27 12:33:18,186.168.158.40,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Ps los cambios de horario y los talleres eran muy largos,#confundido,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,75,51,68,Angustia/Miedo,Rara vez,El trabajo en equipo,9,14 a 16 años,Bachiller,Hombre
12609439453,402519848,2021-04-27 12:24:28,2021-04-27 12:32:24,181.78.17.23,,,,,No,CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,Me confundí por que no tenía como entrar a clases virtuales y no sabía cómo iba a ser ese año,#clasespresenciales,Me sentí confundido/no entendí nada,Conmigo mismo,Aprender cosas,Hacer cosas,Lo que podría pasar en el futuro,,51,51,70,no está seguro,Rara vez,Innovación / creatividad,,,,
12609439433,402519848,2021-04-27 12:23:11,2021-04-27 12:33:44,186.81.100.190,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,me enseñaron a que la pandemia no nos iba a cambiar nada en la educacion ,la pandemia no nos cambia ,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,26,50,51,Felicidad,Todo el tiempo,Cómo resolver conflictos,7,11 a 13 años,Universitario,Mujer
12609438557,402519848,2021-04-27 12:22:59,2021-04-27 12:34:55,186.81.100.90,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,me enseño una nueva materia que en primaria no veia,#aprendiendoalgonuevo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,43,6,100,Esperanza,Rara vez,La forma cómo los profesores enseñan,7,11 a 13 años,Bachiller,Mujer
12609438401,402519848,2021-04-27 12:27:12,2021-04-27 12:33:40,186.168.145.154,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,por que de eso trata el colegio de aprender cosas,#Aprendialgonuevo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,2,5,6,Felicidad,Todo el tiempo,El trabajo en equipo,8,11 a 13 años,Postgrado,Hombre
12609438333,402519848,2021-04-27 12:25:05,2021-04-27 12:33:02,181.50.102.67,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,aprendi cosas como matematicas y eso,#aprendi algo nuevo,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,0,58,0,Felicidad,Rara vez,La forma cómo los profesores enseñan,8,11 a 13 años,Bachiller,Hombre
12609437576,402519848,2021-04-27 12:27:37,2021-04-27 12:32:47,190.108.77.22,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Aprendí a como son las clases virtuales porque se hicieron obligatorias jeje,#virtual ,Me sentí confundido/no entendí nada,Mi país/el mundo,Desarrollar mis habilidades,Ser más creativo,Lo que podría pasar en el futuro,Entendernos y darnos soporte emocional,41,42,18,Angustia/Miedo,Rara vez,Cómo resolver conflictos,10,14 a 16 años,No se,Hombre
12609436858,402519848,2021-04-27 12:24:36,2021-04-27 12:32:06,186.86.52.53,,,,,No,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,No,# no,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,59,29,99,no está seguro,No se,Lo que hago en mi tiempo libre,,11 a 13 años,Bachiller,Mujer
12609436633,402519848,2021-04-27 12:24:30,2021-04-27 12:31:52,190.90.24.131,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,tuve la oportunidad de hacer parte de el proyecto de audiovisuales y eso me dio curiosidad y ganas de empezar a investigar mas a fondo acerca de el periodismo y la comunicacion social  ,curiosidad y afan por saber mas ,Me dio curiosidad por saber más,Conmigo mismo,Desarrollar mis habilidades,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,100,5,88,Felicidad,Todo el tiempo,Mi aporte a la humanidad/al mundo/a los demás,8,14 a 16 años,Bachiller,Mujer
12609435391,402519848,2021-04-27 12:24:07,2021-04-27 12:31:30,181.143.232.186,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,La experiencia fue buena ,#bueno,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,61,19,73,no está seguro,Rara vez,El trabajo en equipo,10,14 a 16 años,Bachiller,Hombre
12609433826,402519848,2021-04-27 12:20:12,2021-04-27 12:37:26,181.62.54.46,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Sembré una planta en el colegio,amo mi planta,Me dio curiosidad por saber más,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,83,89,83,Felicidad,Rara vez,El cuidado del medio ambiente,7,11 a 13 años,Bachiller,Hombre
12609433251,402519848,2021-04-27 12:25:00,2021-04-27 12:30:49,186.81.100.206,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"Pues en realidad soy nueva en el colegio, y pues el colegio me ayuda mucho y me invita aprender más no tengo una experiencia en si pero si tengo muchos recuerdos con mis compañeros y directivo que hace que me guste el colegio",#recuerdosinmemorables,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Ser más creativo,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,100,50,Felicidad,Una vez,Liderazgo,10,14 a 16 años,Bachiller,Mujer
12609433109,402519848,2021-04-27 12:24:10,2021-04-27 12:30:45,186.168.150.124,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,La nueva experiencia de las clases virtuales  fue algo nuevo para todos nosotros y el cual fue un poco confuso y complicado ,,Aprendí algo nuevo,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,50,50,49,Tristeza,Rara vez,Cómo resolver conflictos,10,17 a 19 años,Bachiller,Mujer
12609432593,402519848,2021-04-27 12:24:29,2021-04-27 12:30:52,179.12.251.217,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,la de querer aprender mas cosas que quiera,aprender mas ,Aprendí algo nuevo,Conmigo mismo,Entender a lo que pasa a mi alrededor,Hacer cosas,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,54,67,100,Esperanza,,Innovación / creatividad,8,11 a 13 años,No se,Otro
12609432242,402519848,2021-04-27 12:25:23,2021-04-27 12:31:05,186.82.201.101,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,El año pasado en la materia de sociales nos hablaron del tema de la edad media y podría decir que aprendí algo de ello ,#edadmedia,Me dio curiosidad por saber más,Mi país/el mundo,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,45,50,38,no está seguro,No se,Mi aporte a la humanidad/al mundo/a los demás,8,11 a 13 años,Bachiller,Mujer
12609432222,402519848,2021-04-27 12:25:35,2021-04-27 12:30:26,191.156.12.165,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,El año pasado casi no entendía ciencias naturales pero con la ayuda de mi profesor poco a poco fuy aprendiendo,#siempre ten fe,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,90,70,100,Felicidad,Todo el tiempo,La forma cómo los profesores enseñan,8,11 a 13 años,Universitario,Hombre
12609430843,402519848,2021-04-27 12:24:17,2021-04-27 12:30:20,186.27.156.23,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,,,Me dio curiosidad por saber más,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,0,50,50,Angustia/Miedo,Con frecuencia,Lo que hago en mi tiempo libre,10,17 a 19 años,Bachiller,Mujer
12609430689,402519848,2021-04-27 12:25:17,2021-04-27 12:30:02,190.99.196.148,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,El concurso de robótica ,#robotica#fablab,Me dio curiosidad por saber más,Quienes me rodean,Aprender cosas,Ser más creativo,Lo que podría pasar en el futuro,Mostrarnos nuevos mundos y nuevas posibilidades,78,100,50,Felicidad,Una vez,Tecnología y herramientas digitales,9,14 a 16 años,No se,Mujer
12609430556,402519848,2021-04-27 12:24:56,2021-04-27 12:29:53,186.86.52.69,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,"Bueno , creo que me enseñó a valorar más el estudio y las oporunidades que yo tengo",#aprendeavalorar,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,35,100,100,Felicidad,Con frecuencia,Lo que hago en mi tiempo libre,10,14 a 16 años,Bachiller,Mujer
12609430453,402519848,2021-04-27 12:24:08,2021-04-27 12:29:55,186.81.100.122,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,"Aprendí muchas cosas, sobre lo bueno que es estudiar ",No,Aprendí algo nuevo,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Mostrarnos nuevos mundos y nuevas posibilidades,60,50,80,Felicidad,Con frecuencia,El trabajo en equipo,10,14 a 16 años,Bachiller,Hombre
12609430396,402519848,2021-04-27 12:24:15,2021-04-27 12:31:04,186.81.100.182,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,,,Me dio curiosidad por saber más,Conmigo mismo,Aprender cosas,Ser más creativo,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,60,49,100,Felicidad,Rara vez,Liderazgo,10,14 a 16 años,Bachiller,Hombre
12609429565,402519848,2021-04-27 12:24:56,2021-04-27 12:29:36,200.116.194.171,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,A aprender muchas cosas de aprender a enfrentar algo,#aprendamosmuchomas,Aprendí algo nuevo,Conmigo mismo,Aprender cosas,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,76,93,Angustia/Miedo,Una vez,El trabajo en equipo,7,11 a 13 años,No se,Mujer
12609428168,402519848,2021-04-27 12:24:24,2021-04-27 12:28:42,190.8.224.51,,,,,Sí,BOGOTÁ,Instituto Central de Comercio y Bachillerato,te confundió,Muchos talleres y la verdad no aprendía casi,#noseaprendevirtual,Me sentí confundido/no entendí nada,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que pasa hoy,Mostrarnos nuevos mundos y nuevas posibilidades,100,50,100,Rabia,Rara vez,La forma cómo los profesores enseñan,,,,
12609427212,402519848,2021-04-27 12:23:46,2021-04-27 12:28:43,186.168.158.40,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,"Me confundió por los horarios, Clases, profesores nuevos que no sabían explicar,etc",#Nocambiarlosprofesores,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,44,29,100,Esperanza,Con frecuencia,La forma cómo los profesores enseñan,9,14 a 16 años,Bachiller,Mujer
12609426578,402519848,2021-04-27 12:24:54,2021-04-27 12:28:29,186.81.100.45,,,,,Sí,CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Pues me gusta aprender mucho más de historia por ejemplo lo que pasó en las guerras pasadas ,#Mashistoria,Aprendí algo nuevo,Mi país/el mundo,Aprender cosas,Entender mejor,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,,11,100,no está seguro,No se,Ninguna de las anteriores,9,14 a 16 años,Bachiller,Hombre
12609426022,402519848,2021-04-27 12:24:34,2021-04-27 12:28:24,186.168.82.26,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te dio curiosidad por aprender más,,,Aprendí algo nuevo,Conmigo mismo,Desarrollar mis habilidades,Entender mejor,Lo que podría pasar en el futuro,Ayudarnos a alcanzar lo que nos proponemos,52,50,100,no está seguro,Rara vez,Mi aporte a la humanidad/al mundo/a los demás,8,14 a 16 años,Universitario,Hombre
12609422804,402519848,2021-04-27 12:23:03,2021-04-27 12:34:21,200.116.194.171,,,,,Sí,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te enseñó algo nuevo,Que es bueno ,La planta,Aprendí algo nuevo,Quienes me rodean,Desarrollar mis habilidades,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,100,100,30,Felicidad,No se,El trabajo en equipo,7,11 a 13 años,No se,Mujer
12609331095,402519848,2021-04-27 11:36:01,2021-04-27 11:58:31,186.27.139.211,,,,,No,VALLE DEL CAUCA,Instituto Central de Comercio y Bachillerato,te confundió,paso que una profesora estaba dando un ejemplo de su materia y le dijo al mejor estudiante: como por ejemplo (estudiante) no lo e escuchado decir groserías pero si lo e visto escribirlas y después de dijo a mi: en cambio a collazos no lo e escuchado decir y ni escribir groserías. y ya todos diciendo jumm porque yo si era y soy un poco grosero,#la profesora perdida,Me sentí confundido/no entendí nada,Quienes me rodean,Entender a lo que pasa a mi alrededor,Entender mejor,Lo que pasaba antes,Ayudarnos a alcanzar lo que nos proponemos,50,75,1,Felicidad,No se,Ninguna de las anteriores,7,11 a 13 años,Bachiller,Hombre
12609314168,402519848,2021-04-27 11:44:07,2021-04-27 11:53:11,186.86.52.197,,,,,Sí,VALLE DEL CAUCA,Colegio Comfandi El Prado,te enseñó algo nuevo,Gg,Ggg,Aprendí algo nuevo,Quienes me rodean,Aprender cosas,Hacer cosas,Lo que pasa hoy,Ayudarnos a alcanzar lo que nos proponemos,42,17,13,Felicidad,Una vez,Cómo resolver conflictos,7,11 a 13 años,Bachiller,Hombre
